#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS
1233,HD 75081,Classical,08 46 23.76,-41 07 31.41,6.205,B9Ve,,0
1234,f Car,Classical,08 46 42.55,-56 46 11.19,4.51,B3Vne,268,9
1235,OR Vel,Classical,08 48 20.86,-46 54 37.94,9.01,B3Vne,,2
1236,HD 75551,Classical,08 48 34.39,-50 22 13.05,9.24,B2Vne,,4
1237,HD 75661,Classical,08 48 54.03,-54 16 22.59,9.02,B2Vne,,4
1238,HD 75658,Classical,08 49 24.74,-47 29 19.13,8.12,B2.5ne,,1
1239,CD-47 4412,Classical,08 49 53.77,-48 03 39.12,9.59,A5e,,2
1240,CD-46 4657,Classical,08 50 26.27,-46 35 04.53,10.28,A1IIe,,0
1241,GW Vel,Classical,08 50 35.84,-45 32 56.77,8.97,B2Vne,,2
1242,HD 75740,Classical,08 50 54.07,-26 21 05.55,9.5,A0IIIe,,0
1243,HD 75925,Classical,08 51 28.03,-41 51 26.80,8.95,B4Vnne,,0
1244,CD-45 4676,Classical,08 53 22.01,-46 02 08.82,9.09,B0.5IIIe,,0
1245,HD 76568,Classical,08 54 57.81,-50 51 50.37,9.45,B1Vnne,,2
1246,OU Vel,Classical or Herbig,08 55 08.71,-43 27 59.89,8.04,B2Vne,202,8
1247,HD 76985,Classical,08 56 47.14,-59 31 12.01,9.05,B5Vne,,2
1248,CD-29 6963,Classical,08 56 48.25,-30 11 01.89,9.25,Be,,0
1249,HD 76838,Classical,08 57 07.55,-43 15 22.27,7.31,B2IVe,,0
1250,HD 77032,Classical,08 57 15.42,-58 35 09.64,8.68,B5Vne,,3
1251,HD 77147,Classical,08 57 23.28,-63 29 48.91,8.45,B8Ve,,1
1252,HD 76868,Classical,08 58 59.33,03 39 21.98,8.04,B5e,,153
1253,CD-46 4821,Classical,09 00 14.04,-46 41 08.60,9.08,Be,,0
1254,IU Vel,Classical,09 00 22.26,-43 10 26.36,6.05,B2.5Vne,345,1
1255,CD-45 4826,Classical,09 04 06.53,-45 40 36.38,10.16,Be,,0
1256,HD 78328,Classical,09 05 03.76,-58 46 03.56,9.2,B9.5IIIe,,1
1257,E Car,Classical,09 05 38.38,-70 32 18.60,4.654,B2IVe,120,4
1258,HD 78482,Classical,09 07 41.86,-29 00 11.97,9.54,B8Ve,,0
1259,HD 298298,Classical,09 08 27.45,-52 34 39.88,9.16,B0e,,1
1260,HD 79206,Classical,09 10 42.02,-53 02 44.93,7.73,B3.5Vne,,2
1261,HD 79066,Classical,09 11 55.63,05 28 07.05,6.35,A9IVe,29,870
1262,HD 79621,Classical,09 13 34.45,-47 20 18.26,5.905,B9Ve,,1
1263,HD 79778,Classical,09 13 51.37,-55 32 22.76,8.31,B2Vne,,1
1264,HD 79811,Classical,09 14 38.62,-45 34 33.64,9.32,B5Ve,,0
1265,HD 80284,Classical,09 16 17.68,-59 14 03.08,8.89,B5Vnne,,2
1266,HD 80156,Classical,09 16 39.71,-44 26 04.55,8.72,B8.5IVe,,0
1267,HD 80459,Classical,09 16 55.61,-63 46 30.49,7.39,B6Vne,,2
1268,QQ Vel,Classical,09 20 42.11,-42 10 42.78,9.77,B5nne,,0
1269,HD 298339,Classical,09 21 24.87,-51 09 59.28,10.54,B2Vne,,1
1270,QR Vel,Classical,09 21 58.42,-51 10 35.42,10.1,B2Vne,,2
1271,HD 81354,Classical,09 22 54.76,-55 44 11.96,9.35,B4Ve,,1
1272,HD 298377,Classical,09 23 55.80,-51 57 44.19,10.25,B3Vne,,1
1273,V480 Car,Classical,09 24 39.48,-58 41 20.51,7.88,B2.5Ve,,3
1274,HD 81753,Classical,09 26 44.90,-28 47 15.70,6.1,B6Ve,300,67
1275,HD 81357,Classical,09 27 23.91,58 08 34.21,8.35,B9e,150,166
1276,HD 82830,Classical,09 33 09.09,-46 45 54.50,9.27,B1e,,0
1277,HD 83032,Classical,09 33 30.65,-58 23 10.51,7.97,B7IIIe,,2
1278,HD 83060,Classical,09 33 42.39,-57 09 48.04,9.1,B2Vnne,,1
1279,HD 83043,Classical,09 33 55.17,-53 38 06.26,8.52,B2.5Vne,,1
1280,V484 Car,Classical,09 34 29.79,-66 07 20.04,7.47,B4pshe,,2
1281,HD 83597,Classical,09 37 50.89,-53 40 49.22,9.07,B2Ve,,0
1282,I Hya,Classical,09 41 17.01,-23 35 29.45,4.754,B5Ve,260,236
1283,V485 Car,Classical,09 41 37.30,-68 30 17.96,7.1,B3IIIpshe,,1
1284,HD 309784,Classical,09 42 36.47,-67 08 53.70,10.08,Be,,1
1285,HD 84361,Classical,09 42 42.69,-58 06 19.78,8.43,B2.5Ve,,1
1286,HD 84511,Classical,09 43 55.33,-55 03 03.80,8.86,Bpshe,,2
1287,HD 84523,Classical,09 44 07.16,-53 44 42.98,7.97,B4Ve,,1
1288,HD 84567,Classical,09 45 22.01,-30 12 09.89,6.438,B0.5IIIne,,1
1289,HD 84777,Classical,09 45 35.40,-55 44 37.51,9.24,B8Vne,,1
1290,HD 85083,Classical,09 47 34.01,-58 11 16.70,8.27,B5IIIe,,1
1291,HD 298697,Classical,09 48 53.04,-53 08 06.80,9.97,Be,,1
1292,HD 297625,Classical,09 49 06.58,-51 09 24.53,10.34,B5Ve,,1
1293,HD 85495,Classical,09 50 14.68,-58 02 45.11,7.94,B4IIIe,,1
1294,HD 85860,Classical,09 54 05.14,-27 59 56.45,7.17,B4Ve,,1
1295,HD 86119,Classical,09 54 31.82,-58 36 34.84,9.66,B8.5IVe,,1
1296,HD 86272,Classical,09 55 00.55,-63 32 28.81,9.43,B5Vne,,1
1297,HD 86689,Classical,09 58 08.33,-59 40 18.75,10.1,A3ne,,0
1298,OY Hya,Classical,09 59 06.30,-23 57 02.77,6.21,B5Ve,185,172
1299,HD 86879,Classical,09 59 37.20,-57 31 17.04,10.7,B7.5IIIe,,0
1300,HD 87203,Classical,10 01 52.34,-54 12 21.08,8.59,B5Ve,,0
1301,HD 87366,Classical,10 02 35.58,-60 08 51.49,9.42,B9IIIe,,1
1302,HD 87380,Classical,10 03 01.39,-54 33 30.37,9.1,B1IVne,,0
1303,HD 87543,Classical,10 03 34.12,-61 53 02.54,6.2,B7IVne,,8
1304,HD 87565,Classical,10 03 50.78,-59 51 23.33,9.67,B4IVe,,1
1305,HD 87801,Classical,10 05 33.41,-59 54 23.66,9.1,B2.5Vne,,1
1306,HD 87818,Classical,10 05 39.77,-60 00 37.72,9.41,B8.5IVe,,1
1307,V337 Vel,Classical,10 09 18.14,-50 38 22.54,7.95,B2IIIe,,0
1308,17 Sex,Classical,10 10 07.54,-08 24 29.40,5.9,A1Ve,,514
1309,HD 300584,Classical,10 10 59.30,-57 09 26.43,10.2,B1Ve,,1
1310,V497 Car,Classical,10 11 36.28,-59 53 01.62,9.03,B5Ve,,1
1311,QY Car,Classical,10 11 46.46,-58 03 37.96,5.76,B2IVnpe,237,18
1312,HD 88825,Classical,10 13 01.15,-59 55 05.12,6.09,B4Ve,,4
1313,ome Car,Classical,10 13 44.22,-70 02 16.46,3.3,B8IIIe,240,5
1314,HD 305019,Classical,10 15 02.41,-60 55 21.21,10.57,B0pe,,1
1315,V425 Vel,Classical,10 16 20.65,-55 35 51.32,8.86,Bpshe,,9
1316,CD-55 3246,Classical,10 16 36.04,-55 49 02.69,10.7,B2Ve,,0
1317,CPD-60 1829,Classical,10 17 52.18,-61 35 17.16,11.2,B2Ve,,1
1318,HD 302724,Classical,10 19 18.15,-59 17 48.85,10.05,B2Ve,,1
1319,J Vel,Classical,10 20 54.90,-56 02 35.94,4.5,B3IIIe,70,10
1320,HD 89884,Classical,10 21 59.40,-18 02 04.13,7.131,B5IIIe,,139
1321,GPSC G284.1277-00.5835,Classical,10 22 05.74,-57 53 46.00,,B5Vne,,0
1322,HR Car,Classical,10 22 53.84,-59 37 28.38,7.57,B2ev,10,4
1323,CD-55 3338,Classical,10 22 56.51,-56 29 59.63,10.92,B1Ve,,1
1324,HD 90187,Classical,10 23 07.84,-57 59 51.22,9,B1pe,,1
1325,HD 90436,Classical,10 24 50.65,-59 47 32.51,9.16,B8.5Vne,,1
1326,HD 90490,Classical,10 25 16.19,-58 52 20.85,6.995,B5Vne,,1
1327,HD 307718,Classical,10 25 19.79,-62 26 31.09,10.47,B2Ve,,1
1328,HD 305138,Classical,10 25 31.01,-59 47 38.99,9.88,B2Ve,,1
1329,HD 90551,Classical,10 25 50.92,-56 37 15.34,8.55,B3Vne,,1
1330,HD 90563,Classical,10 25 52.46,-58 47 07.13,9.86,B2Ve,,1
1331,HD 302798,Classical,10 25 58.95,-58 59 44.70,10.16,B3Ve,,1
1332,V503 Car,Classical,10 26 00.19,-57 49 36.95,9.38,B1IIe,,1
1333,HD 90599,Classical,10 26 07.11,-58 37 01.88,9.24,B4IIIe,,1
1334,HD 302842,Classical,10 27 32.57,-57 39 22.22,10.1,B1Ve,,1
1335,HD 90834,Classical,10 27 43.20,-59 16 48.00,9.6,B5.5IIIe,,1
1336,HD 302840,Classical,10 27 54.11,-57 36 43.99,9.77,B2Ve,,1
1337,HD 91180,Classical,10 27 58.23,-76 13 56.89,9.18,B5e,,1
1338,V507 Car,Classical,10 28 18.26,-63 09 52.44,6.429,B2.5IIIne,,1
1339,HD 302838,Classical,10 28 31.52,-57 42 18.19,10.01,B8e,,1
1340,CD-55 3417,Classical,10 29 47.19,-56 36 46.37,10.14,B0Ve,,1
1341,HD 91273,Classical,10 30 06.83,-68 33 07.29,7.98,B8Ve,,1
1342,LX Vel,Classical,10 30 22.41,-57 04 38.61,6.615,B3IIIe,,1
1343,HD 310080,Classical,10 30 22.84,-68 33 44.66,9.72,B5e,,0
1344,HD 305218,Classical,10 30 23.87,-60 04 40.43,10.37,B2Ve,,0
1345,V510 Car,Classical,10 30 33.71,-61 20 11.35,7.56,B4Vne,,1
1346,HD 91307,Classical,10 30 58.22,-61 36 48.43,8.04,B5Ve,,0
1347,HD 91120,Classical,10 30 59.84,-13 35 18.49,5.592,B8.5IVe,307,230
1348,HD 91359,Classical,10 31 24.51,-59 18 02.61,9.49,B7IIIe,,0
1349,HD 305296,Classical,10 31 39.86,-60 17 10.94,9.26,B2Ve,,0
1350,p Car,Classical,10 32 01.46,-61 41 07.20,3.361,B4Vne,266,62
1351,GSC 08609-02253,Classical,10 32 44.21,-56 46 54.59,11.9,B8Ve,,0
1352,HD 305301,Classical,10 32 49.18,-60 27 07.99,10.74,B2Ve,,0
1353,HD 91597,Classical,10 33 01.14,-60 50 41.76,9.61,B7.5IVe,,2
1354,HD 305330,Classical,10 33 14.77,-61 25 40.91,9.97,B0Ve,,0
1355,CPD-58 2312,Classical,10 34 08.84,-59 28 54.01,9.7,Oe,,0
1356,V402 Car,Classical,10 35 32.27,-58 15 22.61,9.95,B1e,,1
1357,Cl* NGC 3293 FEAS 32,Classical,10 35 52.18,-58 12 39.38,12.87,B8Ve,,0
1358,HD 92027,Classical,10 35 58.47,-61 51 49.71,8.45,B2.5Vne,,0
1359,HD 92066,Classical,10 35 59.01,-64 14 34.06,8.37,B7.5Vne,,0
1360,HD 92064,Classical,10 36 17.40,-60 38 04.92,10.38,B4.5Ve,,0
1361,HD 92061,Classical,10 36 22.90,-58 57 03.96,8.95,B5e,108,0
1362,HD 303107,Classical,10 37 40.16,-59 07 56.99,9.4,B9.5Ve,,0
1363,HD 305382,Classical,10 37 54.02,-60 31 11.33,10.4,B2Ve,,0
1364,V658 Car,Classical,10 38 47.27,-58 43 32.39,9.15,A1IIe,,19
1365,HD 303143,Classical,10 38 58.23,-57 35 28.07,8.63,Oe,,0
1366,HD 92420,Classical,10 38 59.31,-57 46 41.49,8.79,B0.5IIe,,0
1367,HD 303216,Classical,10 39 23.07,-59 35 12.50,10.7,B1Ve,,0
1368,HD 92714,Classical,10 41 04.08,-58 34 13.16,9.46,B2Ve,,0
1369,HD 92759,Classical,10 41 21.32,-57 39 51.47,9.41,B2Ve,,0
1370,HD 305483,Classical,10 41 22.65,-60 46 32.43,9.94,B7IIshe,,0
1371,DR Cha,Classical,10 41 51.52,-79 46 59.83,5.967,B4IVe,,0
1372,V518 Car,Classical,10 42 14.12,-64 27 59.13,4.82,B4Ve,,25
1373,HD 303296,Classical,10 42 25.04,-59 09 24.49,9.5,B1Ve,,0
1374,CPD-58 2582,Classical,10 42 43.99,-59 07 04.08,10.78,B0.5IVne,,0
1375,HD 93190,Classical,10 44 19.62,-59 16 58.82,8.65,O9.5e,,0
1376,Cl* Trumpler 16 MJ 632,Classical,10 45 53.30,-59 57 02.16,11.12,B1Ve,,0
1377,HD 93442,Classical,10 46 06.00,-56 45 25.45,8.88,B8e,,0
1378,HD 93383,Classical,10 46 25.09,-33 19 29.86,8.57,B9.5Vne,,0
1379,HD 305560,Classical,10 46 28.45,-60 33 50.76,9.82,Oe,,0
1380,HD 93563,Classical,10 46 57.47,-56 45 25.89,5.23,B8.5IIIe,280,5
1381,HD 93561,Classical,10 46 59.47,-54 49 52.60,9.1,B2e,,0
1382,HD 93597,Classical,10 47 01.32,-57 57 29.92,9.256,B6Ve,,0
1383,Cl* Bochum 11 PC 6,Classical,10 47 22.08,-60 05 57.69,10.7,B2Ve,,0
1384,HD 93618,Classical,10 47 22.13,-57 10 01.89,9.17,B2Ve,,0
1385,EM* CDS 816,Classical,10 47 27.50,-62 43 16.62,11.51,B3Ve,,0
1386,HD 93683,Classical,10 47 38.88,-60 37 04.25,7.97,B0.5Vne,,0
1387,HD 308023,Classical,10 48 00.55,-64 31 49.49,9.96,B3IVe,,0
1388,HD 305635,Classical,10 48 11.21,-60 41 25.77,10.33,Oe,,0
1389,HD 93843,Classical,10 48 37.78,-60 13 25.47,7.33,O6IIIe,,47
1390,EC 10475-2118,Classical,10 49 59.81,-21 34 08.04,13.54,Be,,1
1391,2E 1048.1-5937,Classical,10 50 08.93,-59 53 19.90,,Be,,0
1392,HD 305627,Classical,10 51 10.10,-60 41 34.13,10.03,B1IIIe,,0
1393,HD 94288,Classical,10 51 40.87,-61 41 36.08,9.47,B4Ve,,0
1394,CSI-55-10501 2,Classical,10 52 12.00,-56 10 12.00,12.59,B2Vpe,,0
1395,V599 Car,Classical,10 53 27.26,-58 25 24.53,9.14,B8e,,1
1396,HD 303534,Classical,10 54 21.91,-58 04 12.04,9.9,B3Ve,,0
1397,HD 94648,Classical,10 54 26.73,-59 51 44.29,9.75,B2IIe,,0
1398,CPD-59 2854,Classical,10 55 55.37,-60 14 20.25,10.5,Oe,,0
1399,AG Car,Classical,10 56 11.58,-60 27 12.81,7.09,B2pe,,16
1400,HD 94963,Classical,10 56 35.79,-61 42 32.27,7.26,O6.5IIIe,,2
1401,HD 95043,Classical,10 57 12.00,-60 43 12.00,9.3,B8.5IIIe,,0
1402,CPD-59 2877,Classical,10 57 17.47,-59 57 42.80,11.07,Oe,,0
1403,HD 305827,Classical,10 57 40.06,-61 39 32.97,10.45,B2Ve,,1
1404,HD 308104,Classical,10 58 59.33,-61 55 36.54,11.23,B2Ve,,0
1405,HD 95612,Classical,11 01 12.00,-55 34 48.00,9.61,B7IVe,,1
1406,Cl Pismis 17 3,Classical,11 01 18.26,-59 50 58.77,11.4,B2Ve,,0
1407,CPD-59 2945s,Classical,11 01 19.42,-59 50 57.06,11.37,B2Ve,,0
1408,CD-59 3483,Classical,11 01 28.80,-59 51 00.00,10.46,B0Ve,,0
1409,CSI-59-10594 4,Classical,11 01 28.80,-59 51 00.00,11.4,B2Ve,,0
1410,HD 95826,Classical,11 02 24.29,-60 31 01.92,9.21,B5Ve,,1
1411,HD 305891,Classical,11 02 29.99,-60 48 55.86,10.37,B3Ve,,1
1412,HD 303763,Classical,11 02 50.87,-59 19 05.92,10.23,Be,,0
1413,HD 95972,Classical,11 03 09.68,-61 46 07.50,8.76,B2Vnne,,0
1414,HD 306016,Classical,11 05 00.07,-61 23 37.02,9.98,B2Ve,,0
1415,HD 96261B,Classical,11 05 00.98,-59 42 47.63,9.17,B1.5Ve,,0
1416,HD 303776,Classical,11 05 06.42,-57 30 35.68,11.24,B2Ve,,0
1417,CSI-61-11033 1,Classical,11 05 24.00,-61 45 00.00,,B2Ve,,0
1418,CSI-61-11033 2,Classical,11 05 24.00,-61 45 00.00,,B2Ve,,0
1419,HD 96357,Classical,11 05 28.28,-61 50 42.94,9.13,B4Ve,,1
1420,HD 96485,Classical,11 06 24.76,-53 21 18.54,10.09,B8.5IIIe,,1
1421,ESO 169-6,Classical,11 06 30.00,-54 48 28.80,,Be,,0
1422,CPD-63 1835,Classical,11 06 36.00,-64 14 15.00,9.6,B1Ve,,0
1423,HD 308217,Classical,11 07 13.62,-62 02 58.54,10.06,B3Ve,,1
1424,HD 96685,Classical,11 07 16.48,-58 42 19.04,9.792,B8e,,1
1425,HD 96728,Classical,11 07 40.76,-56 39 38.14,8.21,B8Vne,,0
1426,CD-70 798,Classical,11 07 57.14,-70 54 34.00,10.7,Be,,2
1427,HD 96788,Classical,11 08 00.51,-56 47 15.61,9.85,B8.5IIpshe,,0
1428,HD 96822,Classical,11 08 09.63,-57 31 59.88,9.32,B8IVe,,0
1429,HD 96864,Classical,11 08 28.89,-56 29 06.94,8.98,B4IIIe,,1
1430,HD 97032,Classical,11 08 51.28,-68 21 09.19,9.75,B9Vne,,2
1431,HD 306085,Classical,11 09 18.79,-60 42 42.79,10.01,B2Ve,,0
1432,HD 306111,Classical,11 09 19.77,-61 06 05.11,10.1,Oe,,0
1433,V353 Car,Classical,11 10 02.34,-60 05 42.49,7.72,B2Ve,,2
1434,HD 97253,Classical,11 10 42.04,-60 23 04.27,7.11,O5IIIe,,2
1435,HD 306145,Classical,11 11 19.33,-59 55 13.82,10.28,B2Vne,,1
1436,HD 97382,Classical,11 11 27.14,-63 12 20.56,9.69,B6e,,0
1437,HD 97535,Classical,11 12 05.50,-71 13 02.86,7.02,B7Vne,,0
1438,HD 97580,Classical,11 13 00.89,-57 02 06.66,8.75,B8Ve,,0
1439,HD 306205,Classical,11 13 29.50,-61 15 50.95,10.08,B0IIe,,0
1440,HD 306209,Classical,11 13 34.73,-61 20 42.81,10.01,B1Ve,,0
1441,V338 Car,Classical,11 13 52.31,-58 36 30.37,9.35,B9e,,2
1442,HD 97792,Classical,11 14 20.00,-56 02 51.23,7.97,B2.5Vnne,,0
1443,HD 306267,Classical,11 14 44.36,-60 22 10.07,10.66,Oe,,0
1444,HD 98001,Classical,11 15 30.35,-56 39 41.87,8.88,B6Ve,,0
1445,phi Leo,Classical,11 16 39.70,-03 39 05.78,4.467,A7IVne,250,1071
1446,HD 306299,Classical,11 17 45.35,-61 08 21.96,10.6,B2Ve,,0
1447,HD 98624,Classical,11 20 05.55,-61 14 00.35,9.88,B1Vne,,0
1448,2E 1118.7-6138,Classical,11 20 57.22,-61 55 00.29,12.12,O9.5IVe,,0
1449,HD 98876,Classical,11 21 54.40,-63 29 13.84,9.5,B5Vne,,0
1450,V907 Cen,Classical,11 22 19.72,-61 04 24.50,9.27,B2.5Ve,,1
1451,HD 99146,Classical,11 23 52.97,-59 18 17.32,8.18,B3Ve,,0
1452,HD 99354,Classical,11 25 13.75,-61 16 36.76,8.96,B1IIIne,,0
1453,HD 99467,Classical,11 26 01.38,-59 21 10.31,7.51,B9IIIe,,0
1454,HD 99771,Classical,11 27 56.87,-62 48 18.51,8.58,B7Vne,,0
1455,WRAY 15-813,Classical,11 29 13.39,-65 39 18.00,12.5,Be,,0
1456,HD 100199,Classical,11 31 06.91,-62 56 48.94,8.17,B0.5IIIne,,0
1457,HD 304395,Classical,11 31 08.51,-57 14 51.07,9.41,B8e,,0
1458,KP Mus,Classical,11 31 50.69,-68 03 28.56,8.58,B2IIIne,,0
1459,A Cen,Classical,11 34 45.66,-54 15 50.73,4.614,B9Ve,160,65
1460,HD 306657,Classical,11 35 15.17,-61 41 59.61,10.51,B8e,,0
1461,HD 306793,Classical,11 35 22.07,-61 32 11.05,10.674,B3Ve,,0
1462,Cl* NGC 3766 SHER 41,Classical,11 35 54.42,-61 34 30.40,10.82,Be,,0
1463,Cl* NGC 3766 MG 27,Classical,11 35 55.73,-61 32 31.99,11.2,Be,,0
1464,Cl* NGC 3766 MG 119,Classical,11 36 01.10,-61 37 18.41,10,B2Vnpe,,0
1465,Cl* NGC 3766 SHER 23,Classical,11 36 01.98,-61 35 38.11,,Be,,0
1466,V855 Cen,Classical,11 36 05.48,-61 42 06.06,9.61,Be,,0
1467,V845 Cen,Classical,11 36 08.02,-61 38 38.18,10,B3npe,,0
1468,V911 Cen,Classical,11 36 09.37,-61 41 41.59,9.37,Be,,0
1469,V846 Cen,Classical,11 36 10.17,-61 37 39.90,9.26,B1.5Vne,,0
1470,V848 Cen,Classical,11 36 21.85,-61 36 29.81,10.33,B4Vne,,0
1471,Cl* NGC 3766 SHER 73,Classical,11 36 21.94,-61 37 28.42,11,B3Ve,,0
1472,Cl* NGC 3766 MG 77,Classical,11 36 40.81,-61 35 41.10,11.4,Be,,0
1473,Cl* NGC 3766 MG 139,Classical,11 36 41.89,-61 37 53.69,11.1,Be,,0
1474,Hen 3-685,Classical,11 37 44.40,-58 35 22.92,,Be,,0
1475,HD 101142,Classical,11 38 05.11,-45 08 20.10,9.01,B5IIIe,,0
1476,V870 Cen,Classical,11 38 19.95,-63 20 36.78,10.5,B2Ve,,0
1477,HD 308820,Classical,11 38 21.84,-63 23 35.25,11.55,B5Vne,,0
1478,Cl* IC 2944 THA 12,Classical,11 38 38.78,-63 23 39.56,12.04,B6Vne,,0
1479,HD 308829,Classical,11 38 57.97,-63 28 39.02,10.49,B5e,,0
1480,ARMA 111,Classical,11 39 41.72,-63 27 27.42,11.59,B0.5Vne,,0
1481,BRAN 366,Classical,11 40 32.81,-64 32 04.92,13.11,B9Ve,,0
1482,V916 Cen,Classical,11 42 25.35,-62 28 37.47,8.73,B0.5ne,,0
1483,HD 306962,Classical,11 42 36.21,-59 58 41.31,9.79,Oe,,0
1484,V644 Cen,Classical,11 43 06.52,-60 44 04.93,10.22,B3Ve,,0
1485,HD 101915,Classical,11 43 07.71,-72 26 43.94,7.12,B8Vne,,0
1486,HD 102154,Classical,11 45 02.02,-69 22 00.57,9.7,B5IIIe,,1
1487,HD 102189,Classical,11 45 16.41,-61 55 47.60,9.61,B5e,,0
1488,HD 102352,Classical,11 46 28.39,-64 03 46.26,9.96,B2Vne,,0
1489,HD 102369,Classical,11 46 38.63,-64 09 56.90,9.95,B8.5IIIe,,0
1490,HD 102383,Classical,11 46 56.16,-41 17 34.04,9.18,B6Vne,,0
1491,HD 102423,Classical,11 47 06.85,-59 03 22.61,9.08,B9.5Ve,,0
1492,V801 Cen,Classical,11 48 00.02,-62 12 24.89,8.94,B1Vne,,4
1493,HD 102742,Classical,11 49 29.94,-64 37 20.88,9.87,B3Ve,,0
1494,j Cen,Classical,11 49 41.06,-63 47 18.52,4.313,B3Vne,210,33
1495,bet Hya,Classical,11 52 54.52,-33 54 29.27,4.276,B9IIIspe,,4
1496,PHECDA,Classical,11 53 49.85,53 41 41.14,2.44,A0Ve,167,977
1497,HD 307350,Classical,11 54 00.57,-58 31 16.18,9.65,B9e,,0
1498,HD 103514,Classical,11 55 00.57,-60 18 36.73,9.65,B6e,,0
1499,HD 103574,Classical,11 55 21.66,-63 42 12.79,7.98,B2Ve,,1
1500,HD 103715,Classical,11 56 28.26,-71 39 08.32,9.21,B1.5ne,,0
1501,HD 103872,Classical,11 57 34.95,-61 32 59.15,8.87,B5e,,0
1502,HD 104011,Classical,11 58 38.57,-60 39 17.92,9.54,Be,,0
1503,HD 104552,Classical,12 02 23.40,-61 27 05.27,9.51,B4e,,0
1504,HD 104582,Classical,12 02 35.61,-59 20 13.35,9.53,B8.5Ve,159,0
1505,DG Cru,Classical,12 03 32.65,-61 05 53.87,7.57,B2Vne,,0
1506,HD 105027,Classical,12 05 32.89,-69 54 47.54,9.04,B9.5Ve,,1
1507,AI Cru,Classical,12 06 07.69,-61 15 24.83,9.69,B2IVe,,0
1508,Cl* NGC 4103 SBW 5,Classical,12 06 41.30,-61 15 16.81,9.888,B8e,,0
1509,V863 Cen,Classical,12 08 05.22,-50 39 40.57,4.448,B6IIIe,,30
1510,del Cen,Classical,12 08 21.50,-50 43 20.74,2.561,B2Vne,260,25
1511,V817 Cen,Classical,12 08 54.59,-41 13 53.77,5.506,B3IVe,120,2
1512,HD 105675,Classical,12 10 01.12,-64 00 03.48,9.27,Be,,0
1513,HD 105753,Classical,12 10 30.12,-64 06 03.21,9.26,B2.5e,,0
1514,CSI-62-12087,Classical,12 11 18.55,-62 29 43.60,11.35,Be,,0
1515,CD-62 623,Classical,12 12 42.59,-63 35 59.59,9.58,Be,,0
1516,HD 106262,Classical,12 13 46.46,-63 43 28.24,9.92,B8.5Ve,,0
1517,DK Cru,Classical,12 14 01.77,-59 23 48.83,7.86,B2IVne,250,3
1518,CD-59 4161,Classical,12 14 07.64,-60 36 08.47,10.25,O9.5Ve,,0
1519,CPD-59 4128,Classical,12 14 39.98,-60 19 26.10,11.1,B1Ve,,0
1520,HD 106730,Classical,12 16 36.77,-64 30 59.43,8.47,B0.5e,,0
1521,HD 106793,Classical,12 16 59.73,-56 24 24.21,9.72,B8.5IVe,277,0
1522,HD 106960,Classical,12 18 13.63,-61 29 30.85,9.52,B8IIIe,,0
1523,HD 107302,Classical,12 20 30.03,-66 18 30.09,9.23,B8.5IVe,,0
1524,zet Crv,Classical,12 20 33.64,-22 12 57.24,5.22,B8Ve,250,387
1525,HD 107609,Classical,12 22 19.39,-63 39 35.37,9.32,B8.5IVe,,0
1526,HD 108051,Classical,12 25 09.14,-59 39 46.40,9.69,B8IIIe,,0
1527,HD 108295,Classical,12 26 52.35,-60 45 13.91,9.35,B2.5Vne,,0
1528,HD 108418,Classical,12 27 45.95,-64 34 39.13,9.38,B5Vne,,0
1529,CPD-61 3212,Classical,12 28 37.10,-61 51 13.91,9.46,Be,,0
1530,kap Dra,Classical,12 33 28.94,69 47 17.65,3.881,B6IIIpe,200,3796
1531,DO Cru,Classical,12 35 32.47,-64 13 16.48,10.1,B2Ve,,2
1532,CD-60 4299,Classical,12 38 36.20,-61 15 12.94,10.45,B2Ve,,0
1533,HD 109857,Classical,12 39 14.58,-75 22 14.14,6.49,B8Vne,,7
1534,HD 110007,Classical,12 39 58.62,-67 57 09.34,9.59,B8.5Ve,,0
1535,39 Cru,Classical,12 41 56.57,-59 41 08.95,4.94,B6IVe,250,9
1536,[RWW88] CS 123902.2-642401,Classical,12 42 00.60,-64 40 27.84,13.97,Be,,0
1537,BZ Cru,Classical,12 42 50.27,-63 03 31.05,5.316,B0.5IVpe,400,81
1538,BQ Cru,Classical,12 43 32.90,-63 06 11.16,11.49,Be,,0
1539,HD 110625,Classical,12 44 13.85,-62 29 24.14,9.82,B8.5IIIe,,0
1540,HD 110699,Classical,12 44 37.05,-59 09 36.29,10.22,B6Vne,150,0
1541,DQ Cru,Classical,12 45 53.96,-60 33 05.46,9.19,B2IIIe,,1
1542,HD 111054,Classical,12 47 26.22,-62 32 37.68,9.73,B7IVe,,0
1543,HD 111077,Classical,12 47 27.30,-57 58 20.89,10.43,Be,,0
1544,HD 112028,Classical,12 49 13.59,83 24 46.42,5.35,A1IIIshe,275,314
1545,HD 111363,Classical,12 49 27.49,-60 41 56.81,9.05,B3IIIe,,0
1546,HD 111408,Classical,12 49 45.17,-60 30 48.77,9.17,B7IVe,,0
1547,CS Cru,Classical,12 53 38.99,-60 23 43.63,9.753,B2IVne,,0
1548,HD 111906,Classical,12 53 41.62,-67 24 15.85,9.57,B4IVe,,0
1549,Cl* NGC 4755 ESL 14,Classical,12 53 47.25,-60 22 19.99,9.587,B1.5Vnpe,,0
